time,open,high,low,close,Volume
2025-03-14 16:30:00+00:00,19615.25,19707.75,19604.0,19687.25,91855
2025-03-14 17:00:00+00:00,19687.0,19707.5,19642.5,19652.5,85054
2025-03-14 17:30:00+00:00,19652.25,19673.0,19620.0,19630.0,77136
2025-03-14 18:00:00+00:00,19630.0,19673.75,19612.25,19632.0,73170
2025-03-14 18:30:00+00:00,19632.25,19703.75,19631.5,19674.5,75776
2025-03-14 19:00:00+00:00,19674.25,19712.5,19662.25,19668.25,69739
2025-03-14 19:30:00+00:00,19668.75,19742.75,19650.0,19705.25,102329
2025-03-14 20:00:00+00:00,19705.0,19705.5,19653.0,19661.5,22348
2025-03-17 13:30:00+00:00,19702.75,19848.0,19684.0,19788.75,115302
2025-03-17 14:00:00+00:00,19790.0,19817.5,19714.25,19716.5,97230
2025-03-17 14:30:00+00:00,19716.75,19759.5,19670.75,19686.75,87456
2025-03-17 15:00:00+00:00,19687.75,19734.5,19654.5,19681.0,69294
2025-03-17 15:30:00+00:00,19681.5,19701.75,19628.5,19681.25,55628
2025-03-17 16:00:00+00:00,19682.25,19745.25,19656.75,19669.0,51907
2025-03-17 16:30:00+00:00,19668.25,19715.0,19655.0,19699.25,41491
2025-03-17 17:00:00+00:00,19699.25,19771.75,19673.25,19761.75,35749
2025-03-17 17:30:00+00:00,19761.75,19834.0,19748.75,19816.25,38428
2025-03-17 18:00:00+00:00,19815.5,19923.5,19813.25,19917.75,44491
2025-03-17 18:30:00+00:00,19917.5,19959.25,19910.0,19937.5,33371
2025-03-17 19:00:00+00:00,19936.75,19944.5,19901.75,19917.75,32299
2025-03-17 19:30:00+00:00,19917.25,19933.0,19825.25,19832.5,40770
2025-03-17 20:00:00+00:00,19832.25,19835.25,19800.5,19816.0,14617
2025-03-18 13:30:00+00:00,19898.25,19900.75,19657.0,19673.0,196722
2025-03-18 14:00:00+00:00,19673.0,19719.0,19634.5,19700.0,132224
2025-03-18 14:30:00+00:00,19700.0,19734.25,19652.0,19679.5,94373
2025-03-18 15:00:00+00:00,19679.5,19696.25,19604.25,19670.5,76724
2025-03-18 15:30:00+00:00,19671.0,19701.75,19629.25,19659.25,55212
2025-03-18 16:00:00+00:00,19659.75,19750.0,19649.5,19748.0,55307
2025-03-18 16:30:00+00:00,19747.5,19753.0,19652.5,19732.25,62111
2025-03-18 17:00:00+00:00,19731.75,19749.5,19650.0,19701.0,72738
2025-03-18 17:30:00+00:00,19701.75,19743.25,19668.5,19711.25,65235
2025-03-18 18:00:00+00:00,19711.0,19731.75,19658.25,19700.25,66056
2025-03-18 18:30:00+00:00,19700.0,19783.5,19689.0,19745.25,71430
2025-03-18 19:00:00+00:00,19745.0,19752.0,19688.0,19708.0,61090
2025-03-18 19:30:00+00:00,19708.25,19733.25,19662.25,19706.5,74682
2025-03-18 20:00:00+00:00,19707.25,19737.25,19703.5,19722.25,12400
2025-03-19 13:30:00+00:00,19788.25,19845.0,19706.5,19823.75,181023
